reactive_energy_cost,imbalance_cost,harmonic_cost,neutral_current_cost,baseline_active_energy_cost
26400,29698.0000000002,3.3187077,3539.7675,294075
25575,29821.9999999989,3.3163911,330.75,292200
25200,31646.9999999998,3.3171039,635.1075,291375
25500,32864.9999999995,3.318084,679.5075,291900
32400,33011.9999999999,3.28104,122.88,297900
34275,34003.0000000004,3.2787468,330.75,300600
31875,33596.0000000004,3.2809518,1882.5075,296025
29250,34389.9999999996,3.3142527,4657.08,294000
27450,33189.0000000004,3.3158565,4633.47,292050
24675,33228,3.3176385,3560.4075,289725
23775,35795.9999999996,3.317193,321.3675,287325
18825,36631.9999999995,3.3185295,1134.9075,281850
18600,34776,3.3187077,4872.27,281400
19575,34199.9999999999,3.3174603,609.1875,283950
21150,32537.9999999989,3.318975,3407.07,286350
20850,28889.9999999997,3.3199551,2162.7675,285000
27600,31232.0000000007,3.3175494,2593.08,292500
32250,31648.0000000008,3.2804226,446.52,299550
30000,32288.0000000008,3.3155001,5367.87,296250
27150,36467.9999999999,3.3153219,639.48,293775
24300,31248.0000000003,3.3199551,2195.1075,288825
26100,31310.0000000002,3.3187077,4073.7675,291225
26175,30450.0000000011,3.3191532,1361.07,292125
26175,31840.0000000007,3.3184404,6197.1075,292500
26400,34579.9999999995,3.3173712,2549.1675,293025
27450,37467.9999999995,3.3163911,2691.0075,293325
24900,36648,3.3172821,0.0075,289500
24000,32096.0000000007,3.3186186,1412.67,285225
24075,33560.9999999998,3.318084,961.23,286200
22200,35524.9999999994,3.3177276,4764.0675,283050
22425,34440.0000000008,3.316302,613.47,284100
19575,30194.0000000002,3.3209352,526.6875,281325
20475,28830.0000000011,3.3223608,2285.28,283350
21600,27114.9999999993,3.3200442,1735.2075,285600
22650,30260.9999999998,3.3187968,4621.6875,287550
24225,30362.0000000003,3.3175494,3664.5075,290850
21750,26157.9999999993,3.3190641,1771.47,287850
24450,28864.0000000006,3.3191532,2377.2675,287400
27600,28991.9999999994,3.3192423,2673.0675,295725
29625,30304.0000000007,3.318084,1419.1875,299325
25800,24375,3.3188859,6115.5675,294375
25125,26271.000000001,3.3181731,5663.7075,295050
24300,27897.9999999992,3.3181731,1094.43,294450
24000,27231.0000000006,3.3179058,4196.28,292575
22800,26404.0000000001,3.3173712,120.9675,290550
22350,25919.9999999996,3.3172821,82.6875,288750
20100,27869.0000000006,3.3174603,3844.92,285300
18525,29639.9999999997,3.3182622,554.88,282300
16575,31062.0000000002,3.318084,253.92,279150
15900,31465.0000000002,3.318975,1498.5675,280650
15525,29970.0000000011,3.3175494,5729.07,279900
18225,28825.9999999992,3.3161238,3909.63,283200
17850,28912.9999999992,3.3159456,81.12,283425
17925,26811.000000001,3.3166584,1525.5075,283575
22875,22263.9999999999,3.3209352,414.1875,285225
21600,24287.9999999995,3.3250338,2646.27,287175
22350,22858.0000000014,3.3266376,3877.2075,288075
21900,23391.0000000004,3.3274395,622.08,289050
18075,24350,3.3289542,306.03,283500
16200,22871.9999999995,3.3317163,563.07,271725
18000,25298.0000000005,3.3331419,76.5075,268650
17100,26486.9999999996,3.3310035,76.5075,267675
17775,28826.0000000006,3.3317163,2655.1875,267750
18525,29849.9999999997,3.326103,697.6875,268050
18150,31967.9999999993,3.3211134,10.83,266475
18900,30380.0000000002,3.3209352,389.88,267075
16650,29884.0000000002,3.3203115,3346.68,264525
16275,29946.0000000002,3.3183513,262.2675,263475
14775,30349.0000000002,3.3172821,1628.67,256200
16650,31283.9999999999,3.3162129,248.43,256500
17400,31151.9999999998,3.3158565,151.23,256200
15525,34195.0000000008,3.3158565,4230.0075,255525
7800,25402.0000000005,3.3169257,6.3075,254775
7200,21075.9999999999,3.34827,720.75,254475
11400,20919.9999999988,3.3107778,1943.1075,260925
8400,42126.0000000004,3.309174,2394.1875,259875
8475,56088.0000000015,3.3087285,3110.52,257850
3900,58437.0000000009,3.3108669,201.72,248550
10200,48399,3.3076593,666.03,235050
20025,47931.0000000001,3.270456,1.92,239625
11850,60065.9999999998,3.3070356,297.0075,239700
7425,70355.9999999994,3.3068574,349.92,244050
6450,69263.9999999995,3.3033825,514.83,247425
6375,65500,3.3019569,2901.63,255750
6375,60260.000000001,3.2991057,1927.8675,258075
8475,56544.999999999,3.2983929,5887.47,260850
10275,45583.9999999988,3.2974128,2154.72,265725
12600,35712.0000000003,3.2934033,977.4075,270825
12300,35495.0000000003,3.2941161,3296.7675,271275
11625,34317.0000000003,3.2975019,48,270300
8025,31976.0000000001,3.2980365,2818.2675,266775
6000,28031.9999999994,3.2991948,2745.1875,264450
5100,25542.0000000015,3.2991057,4860.1875,262425
20325,24595.9999999999,3.2905521,2948.4675,260550
30300,24331.9999999999,3.2518458,3748.8675,259875
13575,26256.000000001,3.2892156,51.6675,260025
3525,30100.0000000001,3.32649,2967.3075,258825
3750,39627.0000000005,3.32568,3198.0675,258000
5925,36992.9999999998,3.2896611,0.12,263550
9675,37751.9999999998,3.2881464,1111.6875,270150
11025,37388.9999999998,3.2854734,4458.3075,268575
10425,34472.0000000002,3.2852952,3696.03,270075
9225,33509.9999999997,3.2847606,487.6875,268500
9300,35210.9999999998,3.2840478,2.43,265425
9975,31436.0000000007,3.2840478,1593.9075,265350
4350,44733.0000000001,3.292245,3675,233250
3750,42666.0000000001,3.2971455,51.6675,203025
3075,45509.9999999996,3.2971455,4586.43,195825
1350,45509.9999999996,3.2987493,5254.2675,193425
5400,49182.0000000002,3.2956308,982.83,201675
3600,53460.0000000003,3.2991057,675,188550
19500,36344.0000000002,3.2268699,5292,179325
16350,38920.0000000002,3.2261715,3014.67,177375
3900,45807.3000000011,3.2654286,2377.2675,179100
28125,28450.9999999987,3.1882464,4504.6875,192525
19725,37439.9999999997,3.224862,1399.68,198600
9075,48059.9999999999,3.262959,472.5075,198300
16125,40320.0000000015,3.2578434,6115.5675,197175
17175,40455.0000000003,3.2560794,3581.1075,200100
9000,41334.4800000004,3.2596956,1266.9075,197025
29025,23806.9999999997,3.185136,5176.895625,181425
11775,31531.5,3.2239017,0.6075,175875
18825,25140.0000000003,3.2189256,22.6875,176850
24300,21905.9999999991,3.2142987,1621.6875,182550
2400,43069.9499999993,3.2858298,1485.1875,194250
16725,37062.0000000008,3.2447016,2790.75,198075
18675,37559.9999999996,3.242232,6021.12,206925
-1800,48870.3599999992,3.2828004,1973.7675,211275
19650,33809.9999999997,3.2412618,4481.4675,203250
18000,22723.9999999997,3.217005,3267,160875
-8175,42772.0999999993,3.294918,818.4132,155475
-7275,46434.9599999996,3.2966109,5079.9675,158250
-6675,49022.8200000002,3.2967,251.1675,157800
13050,30725,3.2212827,3.9675,157125
19575,20495.9999999996,3.1840128,1837.6875,155925
18825,21692.0000000002,3.1835808,2957.88,154800
10125,27172.530000001,3.2191002,1471.8675,152400
3525,30816.7200000012,3.2557266,3407.07,151125
16500,21827.9999999984,3.217878,4728.27,153000
8625,42560.000000001,3.22137,20.28,152250
2175,54816.9999999995,3.2571378,4185.0675,147075
1275,51428.5200000001,3.2571378,5444.28,147375
-23025,50540.0000000007,3.32973,9.5256,148425
900,41435.4600000004,3.256785,22.6875,148200
17025,35208.0000000013,3.183408,1498.5675,152700
10200,49245.0000000012,3.2198859,2106.75,156900
12150,39395.9999999982,3.2197113,613.47,160575
10425,40686.9999999989,3.252816,604.92,160125
15075,33644.0000000007,3.2172669,2664.12,155250
18150,28956.9999999987,3.2142987,6375.63,157125
10650,36071.9999999995,3.2160447,6224.4075,156600
9825,39527.0000000008,3.2183145,1498.5675,157500
10575,35747.9999999995,3.2164812,801.9675,155850
7725,40170.2399999992,3.2499936,1771.47,156450
12225,36746.9999999995,3.2137749,1800.75,155550
9750,43586.0000000003,3.215259,3110.52,154950
12750,42899.9999999996,3.2129019,1720.8075,157425
12450,44144.0000000003,3.2133384,2020.2075,157800
11700,40976.9999999989,3.2136003,5191.68,156975
9600,38108.0000000002,3.2127273,6048.03,156150
11325,25997.9999999992,3.213513,1628.67,155475
-11250,49927.0800000002,3.32244,3545.296425,156825
3525,44443.0799999999,3.2474358,13.23,153975
9075,25808.9999999992,3.2455836,2664.12,152550
12150,12418.9999999999,3.2420556,4151.52,154275
15000,13787.9999999989,3.2433786,2920.32,154350
17775,26607.000000001,3.2103702,4297.8675,153825
-450,53856.0000000008,3.2836023,0.03,156675
8775,49410.9000000012,3.2460246,635.1075,158625
10350,43674.0000000009,3.2094099,5650.68,158250
10350,49499.9999999997,3.2115924,1188.03,158625
16875,50082.0000000005,3.2093226,635.1075,162975
17550,41400.0000000016,3.2109813,128.7075,161100
-450,55135.0800000002,3.282444,630.75,160725
15150,46304.000000001,3.2101083,1815.48,159600
8850,49400.9999999998,3.2447898,4957.2675,157725
13725,27036.9999999997,3.2075766,538.68,155175
11325,21839.9999999995,3.2154336,1.47,154350
5625,30959.2799999993,3.2533452,1373.88,153675
12825,42252.9999999984,3.2177034,518.7675,154125
8850,60070.999999999,3.2181399,1852.5675,154575
12525,47684.9999999998,3.2131638,4740.1875,158625
10350,59010.0000000002,3.2114178,366.3075,160275
17625,48867.9999999994,3.2074893,340.2675,158850
2700,51440.4000000007,3.2511402,182.52,154575
9075,89059.9999999999,3.2132511,491.52,155850
9975,72150,3.246201,806.88,161550
9525,55458.0000000001,3.2480532,204.1875,162825
16950,48876.9999999987,3.2084496,221.88,162150
2475,40582.0799999991,3.2514048,3207.87,161250
11700,40252.0000000009,3.2184891,0.3675,162000
12000,49028.0000000005,3.2115051,267.9075,165450
13500,49402.0000000005,3.2097591,273.6075,164100
12975,46495.999999999,3.2105448,3643.5675,164100
11475,47362.0000000005,3.2098464,851.7675,164925
10125,51429.9999999986,3.2414382,1656.75,161775
12675,51371.9999999999,3.2101083,6375.63,165975
17025,35075,3.2128146,1685.07,168675
20175,34650,3.2109813,476.28,172500
-1500,44561.8799999998,3.2839587,5702.88,172050
5550,41184.000000001,3.2450544,442.8675,170400
23250,41339.9999999996,3.1703616,175.5675,169875
18525,44399.9999999996,3.2079258,461.28,167325
-150,48638.6999999985,3.2845824,2763.3675,163575
17175,41459.9999999996,3.2089734,56.7675,166425
21900,34475,3.17304,1316.7075,166875
14250,46303.999999999,3.209148,4320.6075,166500
10725,36645.8400000001,3.2436432,115.32,167250
-9075,39011.8399999992,3.3201,846.72,162225
-13725,48462.9600000001,3.32613,219.6612,163650
4875,23391.7199999999,3.2544918,60.1425,164925
24975,15810.0000000006,3.2125527,4469.88,167025
31425,27620.0099999988,3.1434075,20.856825,175725
9825,45356.0000000005,3.251934,1518.75,174750
22425,33385.7699999995,3.1806432,164.28,175200
27675,29352.0000000011,3.1763232,465.0075,174525
2457525,2663680.14000005,1087.307361,3100.8675,2457525
-225,56659.6800000011,3.2840478,3468,175125
-1200,47219.0400000013,3.2846715,403.68,167700
3300,25788.0000000001,3.2864535,424.83,165150
1425,28086.0000000002,3.2885028,792.1875,164475
26025,13691.7000000005,3.2101083,4980.400425,167550
21150,28655.9999999994,3.2101956,1432.2675,170250
14700,40139.9999999996,3.2094099,67.6875,170775
10800,38560.0000000009,3.2482296,3770.1075,171300
-2325,51270.1199999998,3.2890374,2505.63,169875
-9225,63280.7999999998,3.290463,818.4132,170775
6150,51955.1999999989,3.2507874,988.2675,174750
24900,35960.0000000008,3.1783104,1699.32,172200
23625,37975.0000000003,3.1781376,5547,171375
17175,50394.0000000006,3.213513,3396.9675,174225
17775,50320.0000000006,3.2129892,3780.75,171900
3600,62001.7200000006,3.2530806,312.12,171600
15750,51839.9999999989,3.2160447,716.1075,171150
25800,47464.0000000005,3.173904,4275.1875,180525
5100,64752.0000000005,3.2503464,60.75,181425
6000,67068.0000000008,3.2834241,4151.52,182700
5850,66462.0000000002,3.2836914,219.3075,182175
5250,58185.9999999999,3.2827113,4527.9675,179025
21375,38744.0000000008,3.2089734,530.67,174450
16800,45407.9999999998,3.2040846,1015.68,171450
7500,35580.5999999997,3.2408208,34.68,169425
3375,32620.0000000001,3.2761179,6088.5075,176925
23325,32760.0000000006,3.2017275,1212.03,178575
18450,36945.999999999,3.20391,32.67,178725
-2775,36582.4800000003,3.2792364,1260.75,179700
4200,40255.999999999,3.2783454,1438.83,183150
30300,29254.5,3.1668192,690.710625,183525
30375,38792.1600000003,3.1660416,3996.75,187050
3000,52073.0000000008,3.2757615,69.12,183300
8100,45591.9999999996,3.2741577,1242.3675,187875
10875,40427.9999999999,3.240909,321.3675,179175
19575,37469.9999999996,3.2048703,99.1875,177450
20850,32057.9999999989,3.2060925,5355.1875,180225
11250,19669.0000000002,3.2430258,1230.1875,173700
23250,29711.9999999994,3.2055687,1593.9075,173775
18150,41943.0000000016,3.2076639,1.92,173625
9150,31500,3.2454072,4969.47,173025
5100,39247.5600000004,3.2465538,534.6675,175800
28350,28084.3200000011,3.1711392,3062.4075,177300
25125,33546.1499999995,3.2044338,6007.6875,189600
7725,43128,3.2798601,1628.67,190200
7275,45843.0000000006,3.2421438,2301.87,186300
2925,48679.9999999989,3.2777217,379.6875,180600
0,49563.3600000002,3.2841369,2727.0675,176325
-7875,39922.7399999998,3.31974,2584.6425,173100
28125,9504.00000000081,3.2054814,199.7028,171975
31950,12569.0400000005,3.168288,5828.5953,175500
11850,29464.3800000005,3.2415264,182.52,180225
33450,19324.7999999996,3.135114,1841.4297,182325
2457525,1330018.47000002,1083.768525,2235.87,2457525
27375,30926.6099999995,3.175632,848.2617,181275
36150,30285.0899999995,3.1396455,6.6825,182550
19950,56928.9599999988,3.2081877,929.28,203550
9000,70328.0000000004,3.2756724,22.6875,219225
13950,59130.0000000007,3.2427612,1105.92,216675
15900,49863.9999999993,3.2423202,73.5075,218100
10950,51215.9999999997,3.2748705,2268.75,237900
10275,45257.9999999995,3.2755833,164.28,242775
9375,44536.0000000011,3.2745141,3427.32,245550
7950,45552.0000000001,3.2758506,2531.7075,245325
11325,40704.9999999993,3.2738904,5834.43,243975
19875,27075,3.2684553,3529.47,245775
16200,37183.9999999992,3.2702373,826.68,245100
8625,66095.999999999,3.2691681,1146.6075,244350
5550,63441.0000000001,3.2729103,3791.4075,241050
8325,57783.0000000006,3.272643,253.92,240525
12000,47025.0000000003,3.2712174,2203.23,236550
9450,53958.0000000005,3.2721975,4073.7675,233100
9525,54200,3.2727321,6265.47,233025
10575,44839.9999999991,3.2696136,9.72,234375
5250,48585.0000000013,3.2723757,1140.75,233925
8625,38535.0000000009,3.2685444,1649.7075,231750
6000,41291.9999999999,3.2718411,12.6075,229500
7050,41229.9999999994,3.2721084,49.2075,230325
8700,40800.0000000004,3.2720193,92.4075,234450
12525,38496.0000000009,3.270861,716.1075,238950
16650,46549.9999999994,3.2683662,908.28,244725
8625,50484.0000000002,3.2710392,3159.0075,239700
12075,46568.9999999992,3.2721084,816.75,236625
10350,50805.0000000003,3.2713956,816.75,240525
12675,46200.0000000002,3.2689899,4084.83,241200
17100,37979.9999999999,3.2648913,20.28,242325
9825,52393.9999999993,3.268188,2883,242025
12600,50040.0000000003,3.2670297,3417.1875,240000
14025,46115.9999999987,3.2641785,811.8075,240675
12450,55600.9999999999,3.2612382,4185.0675,261900
14625,51041.0000000008,3.2576742,1266.9075,281250
15450,45474.0000000001,3.2589216,85.8675,282150
13875,46159.999999999,3.2590107,1875,279900
13200,39239.9999999999,3.2602581,5834.43,277425
12075,40926.0000000011,3.2621292,635.1075,277575
12450,38736,3.261951,5887.47,277725
12075,36448.0000000003,3.2614164,27.9075,279150
12450,35045.9999999998,3.2623074,253.92,278850
11175,30856.0000000007,3.2631093,1518.75,278625
10575,32519.9999999997,3.2622183,1532.28,278850
7275,33573.0000000002,3.2624856,209.1675,274875
8175,36686.0000000004,3.2588325,3081.6075,274275
10050,40356.000000001,3.2587434,3276.9075,276075
10800,34783.9999999992,3.2569614,2146.6875,278625
10950,51900.9999999991,3.253041,1140.75,275700
18375,74619.999999999,3.2461803,5689.8075,275025
13575,105923.999999999,3.2525955,403.68,246000
13275,92491.0000000005,3.2585652,4668.9075,236550
19350,32620.0000000001,3.2287374,2479.6875,241125
10125,35756.0000000001,3.265515,4621.6875,245775
10050,42670.0000000004,3.2602581,108,266250
35325,69818.7600000008,3.2149782,2012.43,274650
40275,65132.1000000007,3.2123322,1505.28,282825
17325,29850,3.257496,945.1875,285000
17925,30768.0000000011,3.2550903,6265.47,286875
17175,43988.9999999998,3.2520609,1254.6075,286050
12975,57318.999999999,3.2546448,113.4675,281850
9450,49438.0000000013,3.2586543,6265.47,268350
11175,39989.9999999985,3.2586543,1230.1875,265425
11250,43622.0000000004,3.2586543,2655.1875,265275
9150,29675,3.2642676,5030.7075,262275
37875,27670.5,3.2192118,89.8425,261900
45675,11837.4299999999,3.182958,828.3033,267600
17550,50463.9999999994,3.2531301,37.8075,271500
15450,38310.0000000014,3.2542884,542.7075,274050
14550,44582.9999999998,3.2550012,282.27,272400
13650,62391.9999999997,3.2572287,1587,270300
11325,53859.0000000001,3.2612382,5808,267225
9600,33275,3.2617728,29.7675,267150
9375,60895.9999999997,3.2612382,4196.28,266400
16275,28621.9999999999,3.2615946,2227.6875,268725
12225,24440.0000000003,3.2639112,684.03,266925
12225,21150.0000000008,3.2654259,5534.1075,266625
12075,29448.0000000011,3.2639112,4252.5675,266175
7950,30725,3.2664951,1083,261975
7875,30775,3.2689008,39.9675,260925
9075,38378.9999999998,3.2709501,2827.47,258675
7650,46371.0000000001,3.2738013,410.67,244650
9600,45751.9999999994,3.2745141,2227.6875,243975
8175,40290.0000000004,3.277098,194.4075,245025
8325,39515.000000001,3.2749596,6007.6875,249300
12075,35903.9999999993,3.2711283,13.8675,273225
13050,35616.0000000008,3.2702373,279.3675,270000
11925,39514.9999999993,3.2716629,132.6675,265575
13650,41507.9999999999,3.2723757,4423.68,265950
18975,47723.9999999996,3.2667624,1580.1075,271800
18150,48256.9999999996,3.2643567,0.75,273975
21750,52536.0000000015,3.2599017,14.52,278100
21975,60073.9999999993,3.2593671,273.6075,265725
15600,58320.0000000003,3.2658714,3129.87,249900
13950,50600.0000000007,3.2687226,78.03,246975
10500,48321.0000000001,3.2704155,4563,245475
12150,47149.9999999996,3.2680989,2818.2675,262200
14100,38605.0000000009,3.2651586,4129.23,277725
13125,38079.9999999994,3.265515,214.2075,279600
13050,46000.0000000006,3.2607927,3247.23,282300
14025,51642.9999999991,3.2591889,2394.1875,277200
13800,57997.9999999998,3.2590107,1815.48,267450
14925,47196.0000000012,3.2602581,4692.6075,265050
16275,43470.000000001,3.2654259,113.4675,253500
15525,43820.0000000011,3.2645349,2285.28,248850
12525,49842.0000000001,3.2605254,4185.0675,244800
12075,52398.0000000014,3.2615055,4574.7075,242700
35175,37414.0800000009,3.2182416,1677.9675,257400
34500,34879.6799999993,3.215331,600.6675,265725
14250,25655.9999999994,3.2595453,140.7675,269400
22500,36134.9999999998,3.2581197,4446.75,263850
15675,41365.9999999989,3.262842,3478.2075,253650
15825,40700.0000000005,3.2641785,3.63,252675
15525,41551.0000000005,3.2623074,2763.3675,256500
18300,39619.9999999994,3.259278,666.03,266250
14550,46488.0000000001,3.2616837,2368.83,256200
15900,47112.0000000001,3.2565159,69.12,255450
15525,48560.0000000007,3.2581197,4029.6675,249675
10200,43235.9999999999,3.2631093,234.9675,242475
8925,37183.9999999992,3.2605254,3457.8075,246825
8250,47080.0000000007,3.2615055,6.75,240000
18225,49098.0000000002,3.2559813,753.6675,245475
16050,48174.9999999996,3.2568723,3437.4675,247125
15000,46920.0000000007,3.2569614,3024.1875,247950
16575,41256,3.2527737,4389.1875,259500
13650,44498.0000000011,3.2549121,2170.83,246450
13425,52762.0000000009,3.2570505,10.2675,243000
12900,49966.0000000008,3.2580306,811.8075,243300
13200,51750.0000000003,3.257496,321.3675,248925
13500,47208.0000000002,3.2549121,59.4075,263175
12750,69197.9999999992,3.2464476,1912.6875,267750
14700,79254.0000000013,3.2461803,491.52,269925
16125,57648.0000000005,3.2526846,483.87,271875
17025,63387.9999999995,3.2513481,530.67,274725
17025,42846.0000000006,3.2567832,908.28,272100
16950,43797.0000000001,3.2595453,3188.28,272625
20775,47586.0000000002,3.2575851,6075,277275
21225,46739.9999999994,3.2532192,2035.8075,277950
18750,56011.9999999997,3.2533974,5821.2075,271575
15675,54653.0000000009,3.263733,1194.0075,257700
15525,55845.0000000003,3.263733,113.4675,256725
14025,47970.0000000001,3.2641785,5611.6875,254700
12075,49159.999999999,3.2600799,196.83,257700
10350,42209.9999999993,3.26106,122.88,255600
9075,46550.0000000012,3.2643567,1778.7675,246900
7500,45584.0000000006,3.2622183,4129.23,242775
8700,48995.0000000013,3.2643567,309.0675,240225
9675,42407.9999999995,3.2627529,1600.83,252525
9900,87968.9999999993,3.2511699,1230.1875,251850
10500,68750.0000000014,3.2568723,1478.52,243225
12225,50064.0000000002,3.2616837,22.6875,244200
12900,47229,3.2616837,5141.88,247950
15525,43163.9999999999,3.2576742,75,261750
14850,40845.000000001,3.2524173,1822.8675,272100
11400,40679.9999999999,3.2558031,76.5075,264900
12150,42476.0000000005,3.2541993,5431.5075,264150
13125,48805.0000000008,3.253932,356.43,265725
10200,52785.0000000004,3.2561595,4377.72,249450
10200,57888.0000000005,3.2582088,1642.68,246150
9900,61100,3.259278,841.6875,246975
11175,57621.9999999999,3.257496,939.87,252000
13875,48503.0000000013,3.2528628,219.3075,265575
13875,44041.9999999995,3.2519718,929.28,266025
14550,48626.0000000013,3.253041,2067.1875,255900
15675,55350.0000000004,3.2526846,6348,255375
10650,57903.9999999999,3.2543775,2601.9075,247800
10125,54000.0000000003,3.2534865,643.8675,250125
11250,44675.9999999999,3.251259,49.2075,261525
13275,43955.9999999999,3.2452002,442.8675,273450
14850,41343.9999999987,3.2428836,4412.1675,278925
17025,44696.0000000006,3.2395869,4586.43,285000
17175,46093.9999999994,3.2394978,787.32,284400
16575,42874.9999999993,3.2412798,194.4075,284175
26700,43259.9999999993,3.2360229,3267,293250
18900,45611.9999999999,3.2345082,82.6875,288300
18000,46878.9999999988,3.2344191,609.1875,287700
18600,44423.9999999999,3.2360229,4241.28,288225
10725,46914.0000000002,3.2406561,1297.92,276750
9225,52380.9999999995,3.2402106,5860.92,270525
15225,39559.9999999992,3.237894,6.3075,271725
14400,38493.0000000001,3.2378049,6088.5075,273075
7875,56108.0000000011,3.239676,52.92,274500
17925,52968.9999999994,3.2374485,1.2675,278625
35175,40380.1199999999,3.2011308,4598.1675,281400
27525,37471.9999999992,3.205629,4657.08,284925
14925,45954.0000000005,3.2403888,3024.1875,292200
15675,47347.9999999995,3.2397651,6129.12,296100
14550,58097.9999999992,3.2359338,276.48,293925
13725,62679.0000000007,3.2368248,2293.5675,293550
11325,57621.9999999999,3.2394087,5457.0675,291000
10800,49978.9999999996,3.2399433,2428.2075,286575
11250,43848,3.2394087,2012.43,285375
15000,37184.0000000008,3.2463585,1882.5075,241425
32175,27925,3.1747518,400.2075,231225
16050,45799.999999999,3.2107446,5129.4675,231000
10650,49939.9999999998,3.211362,5418.75,207000
26100,38642.9999999998,3.1744026,2892.3075,191475
12675,52439.9999999989,3.213126,821.7075,202650
9825,45843.0000000006,3.21489,3043.2675,203475
30675,27521.9999999999,3.1747518,5781.63,207750
13800,46584.9999999993,3.211803,609.1875,210075
1050,47876.4000000001,3.2551794,3942.1875,177750
21750,27500.0000000016,3.1804263,3,176925
15450,33225,3.2158602,180.1875,177300
13275,36963.0000000014,3.2180652,5729.07,174375
14700,40136.0000000009,3.2148018,2411.1675,176100
14700,35224.0000000001,3.2168304,3198.0675,176250
-4350,44617.3199999995,3.2582979,558.9675,169500
-13425,53549.1600000002,3.29247,103.3857,164550
-4500,49244.5800000013,3.2614164,1066.534425,164625
20850,31025,3.183831,5166.75,164250
22125,30287.9999999993,3.1486752,0.12,165375
20550,32629.9999999989,3.1833945,7.2075,164625
15750,37559.9999999996,3.1853151,81.12,162300
17850,44495.9999999999,3.1801644,2646.27,165975
-4500,46177.5600000001,3.2555358,3770.1075,167700
14250,7887.99999999983,3.214008,999.1875,168750
20250,17799.0000000002,3.209598,483.87,168225
10725,31694.0000000006,3.213567,3570.75,169050
17700,27961.9999999998,3.1792041,52.92,169425
15975,34450,3.2125968,3888,179625
12750,45704.9999999998,3.2103036,3326.67,202275
4800,43295.9999999998,3.2463585,4309.23,197100
25500,36530.0000000007,3.169863,554.88,200025
18675,48245.9999999997,3.202983,6251.7675,214575
16500,54389.9999999986,3.203865,2059.32,217875
2175,54735.0000000014,3.2470713,3100.8675,221100
2100,50481.9999999991,3.2467149,300,223125
1500,56372.999999999,3.2454675,2799.9075,215625
-2325,49113.8999999996,3.2492988,97.47,186000
20925,29210.0000000005,3.1730058,4788.0075,180225
21825,24205.9999999997,3.1734423,4993.92,182025
12975,36696.0000000014,3.2080104,1699.32,184500
10275,39417.8400000002,3.2077458,2700,188700
32850,29168.3699999987,3.132864,4907.694825,191850
9300,46188.4500000011,3.2028948,1580.1075,191700
900,56446.9999999998,3.2351319,530.67,189450
-2325,59253.4799999996,3.2362011,1670.88,183750
5100,17880.0000000003,3.231657,522.72,182850
5625,22415.9999999995,3.2312115,3581.1075,183375
21825,147797.999999999,3.1400064,1194.0075,179925
21750,88184.0000000005,3.1496094,5585.7675,178800
12900,64060.9999999998,3.1914288,480.0675,178200
13125,43711.9999999991,3.1968972,28.83,179850
15150,60144.0000000003,3.1903704,1793.4075,181125
18225,37907.9999999994,3.1588632,1117.47,185625
6975,37989.0000000015,3.1957506,6088.5075,189525
30675,20481.1199999996,3.1520538,3834.1875,201525
23025,25540.0000000004,3.1565061,1111.6875,189000
7275,36949.7700000008,3.1953978,8.67,185100
21300,26334.000000001,3.155895,1656.75,184350
3375,37523.9700000008,3.2274693,4007.7075,185775
-3600,45333.9999999995,3.26232,442.8675,190575
-1800,49076.9999999996,3.25998,465.0075,203325
9150,55426.999999999,3.183138,1600.83,195450
19950,21590.0000000002,3.1841964,3081.6075,187050
20475,21539.0000000002,3.1486491,5572.83,187650
12375,40426.0000000009,3.1851666,534.6675,187350
14250,38500.0000000002,3.1834026,1348.32,191475
14700,53781.0000000001,3.178287,3468,192375
14025,34319.9999999988,3.1833144,1927.8675,195000
14400,35046.0000000013,3.186666,58.08,200775
15525,67050,3.1812858,5637.6675,216450
15525,63408.0000000005,3.1856076,5508.3675,217125
21600,32886.0000000013,3.1851666,2610.75,226875
20100,30671.9999999996,3.183579,5166.75,236625
4350,40139.9999999999,3.2204304,90.75,241350
8175,37686.0000000014,3.2206086,21.87,247125
12375,54395.0000000009,3.2134806,1065.9675,251925
11100,33628.0000000001,3.2228361,924.0075,240225
11250,45409.9999999995,3.2241726,90.75,235125
7650,58695.9999999992,3.223638,95.7675,236550
9750,47969.9999999996,3.2220342,908.28,234675
12375,44639.9999999991,3.220965,1471.8675,230400
9450,53424.0000000002,3.2203413,3844.92,242175
4050,58500.0000000004,3.2212323,97.47,243750
23025,50064.0000000002,3.183579,44.4675,246675
36900,44395.5600000006,3.141927,4221.2313,247800
17550,52494.0000000001,3.2126787,461.28,248400
4800,63454.9999999993,3.2161536,4764.0675,251025
7275,50007.9999999994,3.2171337,617.7675,252300
8175,48599.9999999999,3.2153517,2235.87,255225
6975,55691.9999999984,3.2181138,1004.67,240300
6600,53535.0000000009,3.2165991,2566.6875,233850
20025,40247.9999999999,3.1759938,1164.27,237075
10500,47628.0000000002,3.2144607,115.32,230175
7425,53550.0000000002,3.2150844,1260.75,230625
34950,32904.6299999995,3.1417524,1223.9073,224775
27900,36618.1200000002,3.1452444,9.1875,221100
3150,56994.0000000002,3.2225688,1083,222450
33450,31729.5,3.1476888,5900.7675,222375
34350,28940.6700000005,3.1470777,6224.4075,226425
16425,37632.0000000001,3.2198067,734.7675,228075
11700,40379.9999999996,3.2208759,503.1075,221325
12225,40517.0000000003,3.220965,2187,222600
